mu0,mu1,mu2,mu3,mu4,mu5,mu6,mu7,sigma0,sigma1,sigma2,sigma3,sigma4,sigma5,sigma6,sigma7,nlml,id
27.134,29.267,31.401,33.535,35.669,37.802,39.936,42.07,0.000066651,0.000067226,0.000068175,0.00006948,0.000071124,0.000073083,0.000075332,0.000077846,4757000000,1
27.173,29.346,31.52,33.693,35.866,38.039,40.212,42.386,0.000066608,0.000067057,0.000067798,0.000068822,0.000070116,0.000071667,0.000073457,0.00007547,4894000000,1
27.188,29.376,31.564,33.752,35.94,38.128,40.316,42.504,0.000066581,0.000066948,0.000067557,0.000068399,0.000069467,0.00007075,0.000072237,0.000073916,4924300000,1
27.204,29.407,31.611,33.814,36.018,38.221,40.425,42.628,0.000066562,0.000066873,0.000067389,0.000068104,0.000069013,0.000070108,0.00007138,0.00007282,4972000000,1
27.206,29.412,31.618,33.825,36.031,38.237,40.443,42.649,0.000066548,0.000066818,0.000067266,0.000067887,0.000068678,0.000069633,0.000070744,0.000072005,4973900000,1
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
24.442,23.884,23.326,22.768,22.21,21.653,21.095,20.537,4.539,4.7612,5.11,5.5618,6.0936,6.6864,7.3254,7.9995,3.1011,1
24.641,24.282,23.922,23.563,23.204,22.845,22.485,22.126,8.0423,8.2019,8.4614,8.8117,9.2427,9.7435,10.304,10.915,7.0634,1
23.791,22.582,21.373,20.164,18.955,17.746,16.537,15.329,7.1134,7.1981,7.3371,7.5275,7.7653,8.0465,8.3666,8.7214,11.017,1
24.329,23.658,22.988,22.317,21.646,20.975,20.305,19.634,9.1442,9.2188,9.3418,9.5113,9.7249,9.9797,10.273,10.601,14.863,1
24.272,23.544,22.817,22.089,21.361,20.633,19.905,19.177,8.0671,8.1385,8.2562,8.4181,8.6219,8.8646,9.1431,9.4542,17.953,1
25.013,25.026,25.038,25.051,25.064,25.077,25.09,25.103,12.399,12.462,12.567,12.712,12.896,13.118,13.375,13.666,23.694,1
25.354,25.708,26.062,26.417,26.771,27.125,27.479,27.833,13.607,13.664,13.757,13.887,14.053,14.252,14.484,14.748,28.35,1
25.618,26.235,26.853,27.47,28.088,28.705,29.323,29.941,14.03,14.082,14.167,14.286,14.437,14.619,14.832,15.074,32.768,1
25.839,26.679,27.518,28.358,29.197,30.037,30.876,31.715,13.987,14.035,14.113,14.222,14.361,14.529,14.725,14.949,36.986,1
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
24.664,24.328,23.991,23.655,23.319,22.983,22.647,22.311,8.4572,8.6131,8.8668,9.2103,9.6339,10.128,10.682,11.287,3.6077,1
25.314,25.628,25.942,26.256,26.57,26.884,27.198,27.512,10.487,10.58,10.733,10.944,11.21,11.526,11.888,12.294,7.621,1
25.397,25.795,26.192,26.59,26.987,27.385,27.782,28.18,8.4697,8.5511,8.6851,8.8694,9.1007,9.3758,9.6908,10.042,10.853,1
25.595,26.19,26.786,27.381,27.976,28.571,29.166,29.761,7.3702,7.4334,7.5377,7.6813,7.862,8.0775,8.3249,8.6015,14.069,1
25.487,25.975,26.462,26.95,27.437,27.924,28.412,28.899,7.0926,7.1496,7.2435,7.373,7.5363,7.7311,7.9552,8.2062,17.284,1
25.304,25.609,25.913,26.217,26.521,26.826,27.13,27.434,10.121,10.184,10.289,10.434,10.617,10.836,11.091,11.377,22.573,1
25.174,25.349,25.523,25.697,25.871,26.046,26.22,26.394,10.885,10.948,11.052,11.196,11.378,11.597,11.851,12.137,26.766,1
25.542,26.084,26.626,27.169,27.711,28.253,28.795,29.337,11.165,11.216,11.3,11.416,11.565,11.743,11.951,12.186,30.963,1
25.803,26.606,27.409,28.211,29.014,29.817,30.62,31.423,10.997,11.039,11.109,11.207,11.331,11.48,11.655,11.853,34.9,1
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
24.816,24.631,24.447,24.262,24.078,23.893,23.709,23.525,10.704,10.838,11.059,11.361,11.737,12.181,12.686,13.245,3.8026,1
24.643,24.285,23.928,23.571,23.213,22.856,22.499,22.141,7.7158,7.8596,8.0934,8.4099,8.8001,9.2547,9.7647,10.322,6.9951,1
24.695,24.389,24.084,23.779,23.474,23.168,22.863,22.558,11.169,11.283,11.471,11.729,12.052,12.436,12.875,13.364,11.538,1
24.973,24.945,24.918,24.891,24.863,24.836,24.809,24.781,10.755,10.848,11.001,11.212,11.477,11.793,12.156,12.562,15.202,1
25.35,25.7,26.049,26.399,26.749,27.099,27.449,27.799,10.729,10.802,10.921,11.086,11.295,11.545,11.834,12.159,19.097,1
25.392,25.784,26.176,26.568,26.96,27.353,27.745,28.137,9.7673,9.8317,9.938,10.085,10.271,10.493,10.751,11.04,22.395,1
25.741,26.481,27.222,27.963,28.704,29.444,30.185,30.926,9.7709,9.8211,9.9042,10.019,10.166,10.342,10.546,10.776,26.372,1
25.989,26.979,27.968,28.958,29.947,30.937,31.926,32.915,9.4626,9.5032,9.5704,9.6637,9.7823,9.9254,10.092,10.281,30.117,1
26.171,27.342,28.513,29.685,30.856,32.027,33.198,34.369,9.0541,9.0875,9.1429,9.22,9.318,9.4365,9.5747,9.7316,33.675,1
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
24.557,24.114,23.672,23.229,22.786,22.343,21.901,21.458,16.225,16.299,16.422,16.592,16.809,17.07,17.373,17.717,4.3131,1
24.709,24.417,24.126,23.834,23.543,23.252,22.96,22.669,19.039,19.106,19.216,19.37,19.566,19.803,20.079,20.393,8.7775,1
24.766,24.532,24.298,24.064,23.829,23.595,23.361,23.127,19.521,19.586,19.695,19.845,20.038,20.27,20.542,20.85,13.201,1
24.821,24.643,24.464,24.286,24.107,23.929,23.75,23.572,20.03,20.095,20.201,20.349,20.537,20.765,21.032,21.335,17.682,1
24.868,24.736,24.604,24.472,24.34,24.209,24.077,23.945,20.223,20.286,20.392,20.538,20.725,20.951,21.216,21.517,22.138,1
24.911,24.823,24.734,24.645,24.556,24.468,24.379,24.29,20.275,20.338,20.443,20.589,20.775,21.001,21.264,21.564,26.573,1
24.953,24.907,24.86,24.814,24.767,24.72,24.674,24.627,20.277,20.34,20.445,20.591,20.777,21.002,21.264,21.564,30.999,1
24.997,24.994,24.991,24.987,24.984,24.981,24.978,24.975,20.361,20.424,20.528,20.673,20.858,21.082,21.343,21.641,35.458,1
25.039,25.078,25.117,25.157,25.196,25.235,25.274,25.313,20.388,20.451,20.555,20.699,20.884,21.107,21.368,21.665,39.903,1
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
24.732,24.463,24.195,23.927,23.659,23.39,23.122,22.854,0.00011372,0.00012335,0.00013791,0.00015603,0.00017661,0.0001989,0.00022238,0.00024671,2.3412,1
25.76,26.521,27.281,28.041,28.802,29.562,30.322,31.082,0.00011305,0.00012086,0.00013285,0.00014802,0.00016549,0.00018461,0.00020493,0.00022611,3476500000,1
26.452,27.904,29.356,30.809,32.261,33.713,35.165,36.617,0.0001126,0.00011917,0.00012937,0.00014243,0.00015764,0.00017444,0.00019242,0.00021126,5835800000,1
25.841,26.682,27.523,28.364,29.205,30.046,30.888,31.729,0.0001117,0.00011571,0.00012211,0.00013054,0.00014064,0.00015208,0.00016457,0.0001779,6756100000,1
25.98,26.96,27.94,28.92,29.9,30.88,31.86,32.84,0.00011145,0.00011474,0.00012003,0.00012707,0.00013558,0.00014531,0.00015603,0.00016754,6928600000,1
24.748,24.496,24.244,23.992,23.74,23.488,23.236,22.985,0.00011098,0.00011289,0.00011602,0.00012026,0.00012551,0.00013163,0.00013853,0.00014607,14140000000,1
24.548,24.095,23.643,23.191,22.739,22.286,21.834,21.382,0.00011083,0.00011232,0.00011475,0.00011808,0.00012222,0.00012711,0.00013264,0.00013876,14757000000,1
23.974,22.947,21.921,20.894,19.868,18.841,17.815,16.788,0.00011067,0.00011171,0.00011341,0.00011575,0.00011869,0.00012218,0.00012619,0.00013066,19591000000,1
23.475,21.95,20.426,18.901,17.376,15.851,14.327,12.802,0.00011058,0.00011131,0.00011253,0.00011422,0.00011635,0.0001189,0.00012185,0.00012516,25241000000,1
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
24.868,24.736,24.604,24.472,24.34,24.207,24.075,23.943,15.04,15.138,15.299,15.522,15.805,16.143,16.534,16.974,4.1363,1
24.901,24.802,24.703,24.604,24.506,24.407,24.308,24.209,11.408,11.515,11.691,11.933,12.237,12.599,13.013,13.476,7.7147,1
25.218,25.437,25.655,25.873,26.092,26.31,26.528,26.747,10.837,10.926,11.072,11.273,11.527,11.829,12.177,12.567,11.464,1
25.631,26.261,26.892,27.523,28.153,28.784,29.415,30.045,10.928,10.998,11.113,11.273,11.475,11.717,11.997,12.312,15.523,1
25.964,26.928,27.893,28.857,29.821,30.785,31.75,32.714,10.343,10.4,10.495,10.626,10.792,10.992,11.223,11.484,19.394,1
26.228,27.456,28.684,29.912,31.139,32.367,33.595,34.823,9.5252,9.5722,9.65,9.7578,9.8948,10.06,10.251,10.467,23.034,1
26.415,27.831,29.246,30.662,32.077,33.492,34.908,36.323,8.714,8.7526,8.8166,8.9054,9.0183,9.1544,9.3127,9.4921,26.437,1
26.555,28.109,29.664,31.219,32.774,34.328,35.883,37.438,8.0604,8.0925,8.1457,8.2197,8.3138,8.4274,8.5597,8.7098,29.709,1
26.663,28.325,29.988,31.65,33.313,34.975,36.638,38.3,7.5406,7.5677,7.6126,7.6751,7.7547,7.8508,7.963,8.0905,32.889,1
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
24.956,24.912,24.868,24.824,24.78,24.736,24.692,24.648,22.755,22.821,22.93,23.082,23.275,23.51,23.784,24.097,4.5437,1
24.926,24.853,24.779,24.705,24.631,24.558,24.484,24.41,16.436,16.519,16.657,16.847,17.089,17.38,17.718,18.1,8.4382,1
25.203,25.405,25.608,25.81,26.013,26.215,26.418,26.621,15.259,15.334,15.456,15.626,15.843,16.103,16.405,16.747,12.466,1
25.337,25.674,26.011,26.348,26.684,27.021,27.358,27.695,13.358,13.427,13.541,13.7,13.9,14.142,14.422,14.739,16.144,1
25.683,26.366,27.049,27.732,28.415,29.097,29.78,30.463,12.929,12.985,13.079,13.209,13.374,13.573,13.805,14.067,20.221,1
25.964,26.928,27.891,28.855,29.819,30.783,31.747,32.711,12.135,12.182,12.259,12.368,12.505,12.672,12.865,13.085,24.12,1
26.18,27.36,28.54,29.72,30.9,32.08,33.26,34.44,11.25,11.289,11.354,11.445,11.56,11.699,11.861,12.046,27.822,1
26.354,27.707,29.061,30.414,31.768,33.122,34.475,35.829,10.498,10.531,10.586,10.662,10.758,10.876,11.013,11.169,31.418,1
26.485,27.97,29.455,30.94,32.426,33.911,35.396,36.881,9.8428,9.8707,9.917,9.9815,10.064,10.163,10.28,10.413,34.885,1
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
24.934,24.869,24.803,24.738,24.672,24.606,24.541,24.475,15.238,15.336,15.497,15.721,16.003,16.342,16.733,17.174,4.1428,1
25.094,25.189,25.283,25.378,25.472,25.567,25.661,25.755,12.097,12.201,12.374,12.612,12.911,13.267,13.677,14.134,7.8288,1
25.448,25.895,26.343,26.79,27.238,27.685,28.133,28.58,11.272,11.361,11.508,11.71,11.965,12.27,12.62,13.013,11.651,1
25.307,25.615,25.922,26.229,26.537,26.844,27.151,27.459,12.731,12.815,12.955,13.147,13.391,13.684,14.021,14.401,15.915,1
25.22,25.441,25.661,25.881,26.101,26.322,26.542,26.762,12.425,12.509,12.647,12.838,13.08,13.37,13.704,14.08,19.735,1
25.166,25.331,25.497,25.662,25.828,25.994,26.159,26.325,11.578,11.66,11.796,11.984,12.221,12.504,12.831,13.198,23.252,1
25.709,26.419,27.128,27.837,28.547,29.256,29.965,30.675,12.469,12.532,12.636,12.781,12.965,13.185,13.442,13.732,27.919,1
26.079,27.158,28.238,29.317,30.396,31.475,32.555,33.634,12.3,12.352,12.438,12.557,12.708,12.891,13.103,13.345,32.14,1
26.364,27.729,29.093,30.457,31.821,33.186,34.55,35.914,11.781,11.824,11.896,11.996,12.123,12.277,12.456,12.659,36.097,1
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
24.414,23.827,23.241,22.654,22.068,21.481,20.895,20.308,8.3265,8.4439,8.636,8.8979,9.2237,9.607,10.041,10.52,3.7444,1
24.027,23.054,22.081,21.108,20.136,19.163,18.19,17.217,12.21,12.283,12.404,12.571,12.784,13.038,13.333,13.665,8.3678,1
24.459,23.917,23.376,22.835,22.293,21.752,21.211,20.67,17.537,17.601,17.708,17.856,18.045,18.273,18.538,18.84,13.011,1
24.574,24.149,23.723,23.297,22.872,22.446,22.02,21.594,19.13,19.192,19.293,19.434,19.615,19.833,20.087,20.377,17.581,1
24.641,24.282,23.923,23.564,23.205,22.846,22.487,22.128,19.802,19.862,19.962,20.1,20.276,20.49,20.74,21.024,22.096,1
24.694,24.387,24.081,23.775,23.469,23.162,22.856,22.55,20.174,20.233,20.331,20.467,20.642,20.853,21.099,21.381,26.593,1
24.737,24.474,24.211,23.948,23.685,23.422,23.158,22.895,20.297,20.356,20.454,20.59,20.763,20.973,21.218,21.498,31.046,1
24.782,24.565,24.347,24.13,23.912,23.695,23.477,23.259,20.506,20.564,20.661,20.796,20.968,21.176,21.42,21.698,35.545,1
24.826,24.652,24.478,24.304,24.13,23.956,23.782,23.609,20.674,20.732,20.828,20.962,21.133,21.34,21.582,21.858,40.049,1
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
24.619,24.238,23.857,23.476,23.095,22.714,22.333,21.952,19.433,19.499,19.608,19.76,19.954,20.188,20.462,20.773,4.4632,1
24.648,24.295,23.943,23.591,23.238,22.886,22.533,22.181,19.013,19.08,19.191,19.345,19.541,19.778,20.054,20.369,8.7944,1
24.69,24.38,24.069,23.759,23.449,23.139,22.828,22.518,18.962,19.029,19.14,19.293,19.489,19.726,20.003,20.317,13.135,1
24.733,24.465,24.198,23.931,23.663,23.396,23.129,22.862,18.932,18.999,19.109,19.263,19.458,19.695,19.971,20.285,17.477,1
24.779,24.558,24.336,24.115,23.894,23.673,23.452,23.231,19.001,19.068,19.178,19.331,19.525,19.761,20.036,20.348,21.843,1
24.824,24.648,24.472,24.296,24.119,23.943,23.767,23.591,19.044,19.11,19.219,19.372,19.566,19.8,20.074,20.386,26.21,1
24.866,24.733,24.599,24.466,24.332,24.198,24.065,23.931,18.998,19.064,19.173,19.326,19.52,19.754,20.028,20.339,30.551,1
24.91,24.821,24.731,24.641,24.551,24.462,24.372,24.282,19,19.066,19.175,19.327,19.521,19.755,20.028,20.338,34.91,1
24.952,24.905,24.857,24.81,24.762,24.715,24.667,24.619,18.937,19.003,19.112,19.264,19.457,19.691,19.964,20.274,39.239,1
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1
24.636,24.272,23.908,23.544,23.18,22.816,22.452,22.087,20.487,20.55,20.656,20.802,20.989,21.215,21.479,21.78,4.5088,1
24.661,24.323,23.984,23.646,23.307,22.968,22.63,22.291,19.981,20.046,20.153,20.301,20.491,20.721,20.988,21.293,8.8881,1
24.697,24.394,24.09,23.787,23.484,23.181,22.878,22.575,19.764,19.828,19.936,20.086,20.276,20.507,20.776,21.083,13.257,1
24.733,24.467,24.2,23.934,23.667,23.401,23.134,22.868,19.572,19.637,19.745,19.895,20.087,20.319,20.589,20.897,17.609,1
24.777,24.555,24.332,24.11,23.887,23.665,23.442,23.22,19.606,19.671,19.778,19.928,20.119,20.35,20.619,20.926,21.999,1
24.818,24.635,24.453,24.271,24.089,23.906,23.724,23.542,19.513,19.578,19.686,19.836,20.027,20.258,20.528,20.835,26.357,1
24.861,24.721,24.582,24.443,24.304,24.164,24.025,23.886,19.512,19.577,19.685,19.834,20.025,20.255,20.525,20.831,30.739,1
24.903,24.806,24.71,24.613,24.516,24.419,24.323,24.226,19.493,19.558,19.665,19.815,20.005,20.235,20.504,20.81,35.115,1
24.945,24.889,24.834,24.779,24.724,24.668,24.613,24.558,19.431,19.496,19.603,19.753,19.943,20.173,20.442,20.748,39.471,1
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,2
24.869,24.738,24.607,24.476,24.346,24.215,24.084,23.953,15.182,15.279,15.439,15.66,15.94,16.276,16.663,17.1,4.1456,2
24.449,23.897,23.346,22.795,22.243,21.692,21.141,20.589,16.387,16.463,16.589,16.764,16.987,17.255,17.567,17.92,8.5874,2
24.255,23.51,22.765,22.019,21.274,20.529,19.784,19.039,14.867,14.947,15.079,15.262,15.495,15.774,16.098,16.464,12.639,2
23.897,22.794,21.691,20.587,19.484,18.381,17.278,16.175,12.09,12.175,12.316,12.51,12.755,13.048,13.386,13.766,16.275,2
23.46,21.92,20.379,18.839,17.299,15.759,14.218,12.678,9.6954,9.7808,9.9216,10.115,10.359,10.65,10.983,11.356,19.696,2
23.349,21.699,20.048,18.397,16.746,15.096,13.445,11.794,8.6485,8.7261,8.854,9.03,9.2513,9.5149,9.8173,10.155,22.927,2
23.326,21.652,19.978,18.303,16.629,14.955,13.281,11.607,8.0422,8.1119,8.2268,8.385,8.584,8.8213,9.0937,9.3982,26.084,2
23.984,22.968,21.952,20.937,19.921,18.905,17.889,16.873,10.343,10.407,10.514,10.662,10.849,11.073,11.332,11.624,30.668,2
24.651,24.301,23.952,23.603,23.254,22.904,22.555,22.206,13.294,13.351,13.447,13.579,13.748,13.951,14.188,14.456,36.195,2
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,2
25.59,26.18,26.771,27.361,27.951,28.541,29.131,29.721,0.000068884,0.000070921,0.000074191,0.000078541,0.000083803,0.000089816,0.00009644,0.00010356,3.039,2
24.907,24.814,24.72,24.627,24.534,24.441,24.347,24.254,0.000068592,0.000069778,0.000071711,0.000074333,0.000077575,0.000081361,0.00008562,0.000090285,5810000000,2
24.663,24.325,23.988,23.65,23.313,22.975,22.638,22.3,0.000068574,0.000069708,0.000071557,0.000074068,0.000077178,0.000080815,0.000084914,0.00008941,17939000000,2
25.015,25.029,25.044,25.059,25.074,25.088,25.103,25.118,0.000068539,0.00006957,0.000071254,0.000073548,0.000076396,0.000079739,0.000083518,0.000087675,30865000000,2
24.439,23.878,23.317,22.756,22.195,21.634,21.073,20.512,0.00006849,0.000069378,0.000070833,0.00007282,0.000075299,0.000078222,0.000081541,0.00008521,55749000000,2
24.513,24.027,23.54,23.053,22.567,22.08,21.593,21.106,0.000068437,0.000069166,0.000070365,0.00007201,0.000074071,0.000076515,0.000079306,0.000082409,56124000000,2
24.745,24.49,24.235,23.981,23.726,23.471,23.216,22.961,0.000068422,0.000069107,0.000070235,0.000071783,0.000073727,0.000076035,0.000078675,0.000081615,69335000000,2
24.945,24.89,24.835,24.78,24.724,24.669,24.614,24.559,0.000068409,0.000069055,0.000070119,0.000071582,0.000073421,0.000075607,0.000078112,0.000080906,80411000000,2
25.13,25.26,25.39,25.52,25.65,25.78,25.91,26.04,0.000068397,0.000069009,0.000070016,0.000071403,0.000073147,0.000075224,0.000077607,0.000080268,91087000000,2
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,2
25.096,25.193,25.289,25.385,25.481,25.578,25.674,25.77,20.701,20.773,20.892,21.057,21.268,21.522,21.819,22.157,4.4526,2
25.143,25.286,25.43,25.573,25.716,25.859,26.003,26.146,14.893,14.988,15.144,15.361,15.635,15.964,16.344,16.772,8.2464,2
25.252,25.504,25.755,26.007,26.259,26.511,26.762,27.014,16.701,16.785,16.925,17.119,17.365,17.66,18.004,18.392,12.731,2
25.357,25.713,26.07,26.427,26.783,27.14,27.497,27.854,17.351,17.431,17.565,17.75,17.986,18.269,18.599,18.972,17.149,2
25.459,25.919,26.378,26.837,27.296,27.756,28.215,28.674,17.754,17.833,17.962,18.142,18.37,18.645,18.965,19.328,21.577,2
25.566,26.132,26.698,27.264,27.83,28.396,28.962,29.528,17.838,17.915,18.042,18.219,18.444,18.715,19.031,19.388,25.955,2
25.674,26.348,27.022,27.696,28.37,29.044,29.718,30.392,17.854,17.93,18.056,18.231,18.453,18.721,19.033,19.387,30.328,2
25.784,26.569,27.353,28.138,28.922,29.707,30.491,31.275,17.797,17.872,17.997,18.17,18.391,18.656,18.966,19.316,34.683,2
25.896,26.791,27.687,28.583,29.479,30.374,31.27,32.166,17.734,17.809,17.933,18.104,18.323,18.587,18.893,19.241,39.042,2
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,2
25.064,25.127,25.191,25.255,25.318,25.382,25.446,25.51,15.701,15.796,15.952,16.169,16.444,16.774,17.156,17.586,4.1727,2
24.868,24.737,24.605,24.473,24.341,24.21,24.078,23.946,17.413,17.496,17.634,17.825,18.067,18.36,18.699,19.084,8.558,2
24.582,24.164,23.747,23.329,22.911,22.493,22.075,21.657,15.579,15.66,15.793,15.978,16.213,16.496,16.824,17.194,12.584,2
24.643,24.286,23.929,23.572,23.215,22.857,22.5,22.143,15.734,15.814,15.946,16.129,16.362,16.642,16.967,17.334,16.763,2
24.696,24.392,24.088,23.784,23.481,23.177,22.873,22.569,15.751,15.83,15.962,16.145,16.376,16.655,16.979,17.345,20.924,2
24.75,24.501,24.251,24.002,23.752,23.503,23.253,23.003,15.794,15.873,16.004,16.186,16.416,16.694,17.016,17.38,25.1,2
24.803,24.606,24.409,24.212,24.015,23.818,23.621,23.424,15.802,15.881,16.012,16.193,16.422,16.699,17.02,17.383,29.269,2
24.857,24.714,24.571,24.428,24.285,24.143,24,23.857,15.85,15.928,16.058,16.238,16.466,16.742,17.061,17.423,33.462,2
24.909,24.817,24.726,24.635,24.543,24.452,24.361,24.27,15.838,15.917,16.046,16.226,16.454,16.728,17.047,17.407,37.63,2
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,2
25.25,25.5,25.75,26.001,26.251,26.501,26.751,27.001,7.801,7.9792,8.2677,8.6554,9.1298,9.6781,10.288,10.95,3.4977,2
25.097,25.194,25.291,25.388,25.485,25.582,25.679,25.776,6.5933,6.7655,7.0431,7.4143,7.8658,8.3847,8.9594,9.5796,6.6131,2
24.149,23.297,22.446,21.594,20.743,19.891,19.04,18.189,10.598,10.682,10.82,11.009,11.249,11.535,11.864,12.232,11.752,2
24.928,24.856,24.784,24.713,24.641,24.569,24.497,24.425,15.479,15.543,15.648,15.793,15.979,16.203,16.463,16.759,16.67,2
25.247,25.495,25.742,25.989,26.236,26.484,26.731,26.978,16.176,16.232,16.324,16.452,16.614,16.811,17.041,17.303,21.093,2
25.5,25.999,26.499,26.999,27.498,27.998,28.498,28.997,16.004,16.054,16.137,16.252,16.399,16.577,16.784,17.021,25.35,2
25.727,26.454,27.181,27.908,28.635,29.362,30.089,30.816,15.594,15.639,15.714,15.818,15.952,16.113,16.302,16.517,29.53,2
25.934,26.868,27.802,28.736,29.669,30.603,31.537,32.471,15.073,15.114,15.182,15.277,15.398,15.545,15.717,15.913,33.632,2
26.121,27.241,28.362,29.482,30.603,31.723,32.844,33.964,14.504,14.542,14.604,14.69,14.801,14.934,15.091,15.269,37.65,2
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,2
25.149,25.298,25.448,25.597,25.746,25.895,26.044,26.193,13.293,13.403,13.584,13.834,14.148,14.523,14.954,15.437,4.0146,2
24.899,24.799,24.698,24.597,24.497,24.396,24.295,24.195,15.934,16.023,16.171,16.376,16.635,16.947,17.308,17.715,8.3767,2
24.639,24.279,23.918,23.558,23.197,22.836,22.476,22.115,14.483,14.57,14.715,14.915,15.168,15.472,15.823,16.219,12.341,2
24.411,23.822,23.233,22.644,22.055,21.466,20.878,20.289,12.596,12.677,12.81,12.995,13.229,13.509,13.833,14.197,16.007,2
24.409,23.818,23.227,22.636,22.046,21.455,20.864,20.273,11.946,12.028,12.163,12.35,12.586,12.869,13.196,13.562,19.699,2
24.582,24.164,23.746,23.328,22.91,22.492,22.074,21.656,12.711,12.79,12.92,13.1,13.329,13.603,13.92,14.276,23.878,2
24.711,24.422,24.134,23.845,23.556,23.267,22.978,22.69,13.057,13.134,13.261,13.437,13.66,13.928,14.238,14.588,27.98,2
24.819,24.637,24.456,24.274,24.093,23.912,23.73,23.549,13.159,13.235,13.36,13.533,13.752,14.015,14.32,14.664,32.006,2
24.932,24.863,24.795,24.727,24.659,24.59,24.522,24.454,13.36,13.434,13.557,13.727,13.942,14.2,14.5,14.838,36.124,2
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,2
25.068,25.136,25.203,25.271,25.339,25.407,25.475,25.543,14.745,14.846,15.013,15.243,15.534,15.883,16.285,16.737,4.1099,2
25.023,25.046,25.069,25.092,25.115,25.138,25.161,25.184,11.482,11.569,11.713,11.911,12.161,12.46,12.804,13.19,7.7503,2
25.298,25.597,25.895,26.194,26.492,26.791,27.089,27.388,10.392,10.462,10.577,10.737,10.938,11.18,11.458,11.772,11.422,2
25.327,25.654,25.982,26.309,26.636,26.963,27.29,27.618,11.469,11.538,11.653,11.812,12.013,12.255,12.534,12.849,15.561,2
25.365,25.73,26.095,26.46,26.824,27.189,27.554,27.919,12.021,12.09,12.204,12.361,12.561,12.801,13.08,13.393,19.657,2
